"","iso3c","date","country","Population, female (% of total population)","Population, male (% of total population)","region","income_level","longitude","latitude"
"491","GTM","2015","Guatemala",50.8073410583344,49.1926589416656,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"492","GTM","2016","Guatemala",50.7915267122589,49.2084732877411,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"493","GTM","2017","Guatemala",50.7753867149347,49.2246132850653,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"494","GTM","2018","Guatemala",50.7593494959228,49.2406505040772,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"495","GTM","2019","Guatemala",50.743896587522,49.256103412478,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"496","GTM","2020","Guatemala",50.729390814145,49.270609185855,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"497","GTM","2021","Guatemala",50.7159229864019,49.2840770135981,"Latin America & Caribbean","Upper middle income",-90.5328,14.6248
"498","GUM","2015","Guam",49.3873995217824,50.6126004782176,"East Asia & Pacific","High income",144.794,13.4443
"499","GUM","2016","Guam",49.4255836217689,50.5744163782311,"East Asia & Pacific","High income",144.794,13.4443
"500","GUM","2017","Guam",49.4591583932408,50.5408416067591,"East Asia & Pacific","High income",144.794,13.4443
"501","GUM","2018","Guam",49.4944803040357,50.5055196959643,"East Asia & Pacific","High income",144.794,13.4443
"502","GUM","2019","Guam",49.528079141636,50.471920858364,"East Asia & Pacific","High income",144.794,13.4443
"503","GUM","2020","Guam",49.5565311672384,50.4434688327616,"East Asia & Pacific","High income",144.794,13.4443
"504","GUM","2021","Guam",49.5869176890895,50.4130823109106,"East Asia & Pacific","High income",144.794,13.4443
"505","GUY","2015","Guyana",49.9999348477326,50.0000651522674,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"506","GUY","2016","Guyana",49.9247436032063,50.0752563967937,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"507","GUY","2017","Guyana",49.8621033051348,50.1378966948652,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"508","GUY","2018","Guyana",49.8080248316125,50.1919751683875,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"509","GUY","2019","Guyana",49.7593816869471,50.2406183130529,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"510","GUY","2020","Guyana",49.7114647470819,50.2885352529181,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"511","GUY","2021","Guyana",49.6661516912577,50.3338483087423,"Latin America & Caribbean","Upper middle income",-58.1548,6.80461
"512","HKG","2015","Hong Kong SAR, China",53.6129736854703,46.3870263145297,"East Asia & Pacific","High income",114.109,22.3964
"513","HKG","2016","Hong Kong SAR, China",53.7239038199687,46.2760961800313,"East Asia & Pacific","High income",114.109,22.3964
"514","HKG","2017","Hong Kong SAR, China",53.8305014223997,46.1694985776003,"East Asia & Pacific","High income",114.109,22.3964
"515","HKG","2018","Hong Kong SAR, China",53.9324429767349,46.0675570232651,"East Asia & Pacific","High income",114.109,22.3964
"516","HKG","2019","Hong Kong SAR, China",54.0288485033331,45.9711514966669,"East Asia & Pacific","High income",114.109,22.3964
"517","HKG","2020","Hong Kong SAR, China",54.1193610020451,45.8806389979549,"East Asia & Pacific","High income",114.109,22.3964
"518","HKG","2021","Hong Kong SAR, China",54.2054072661794,45.7945927338206,"East Asia & Pacific","High income",114.109,22.3964
"519","HND","2015","Honduras",50.0742463653738,49.9257536346262,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"520","HND","2016","Honduras",50.0657980319701,49.9342019680299,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"521","HND","2017","Honduras",50.0574291103123,49.9425708896878,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"522","HND","2018","Honduras",50.0493401684669,49.9506598315331,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"523","HND","2019","Honduras",50.0416935363476,49.9583064636524,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"524","HND","2020","Honduras",50.0345697679302,49.9654302320698,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"525","HND","2021","Honduras",50.0279638445576,49.9720361554424,"Latin America & Caribbean","Lower middle income",-87.4667,15.1333
"526","HRV","2015","Croatia",51.9143494467353,48.0856505532648,"Europe & Central Asia","High income",15.9614,45.8069
"527","HRV","2016","Croatia",51.9048921366218,48.0951078633782,"Europe & Central Asia","High income",15.9614,45.8069
"528","HRV","2017","Croatia",51.8830834596628,48.1169165403372,"Europe & Central Asia","High income",15.9614,45.8069
"529","HRV","2018","Croatia",51.8526217475815,48.1473782524185,"Europe & Central Asia","High income",15.9614,45.8069
"530","HRV","2019","Croatia",51.8191055901764,48.1808944098236,"Europe & Central Asia","High income",15.9614,45.8069
"531","HRV","2020","Croatia",51.7865337902422,48.2134662097578,"Europe & Central Asia","High income",15.9614,45.8069
"532","HRV","2021","Croatia",51.7563087736182,48.2436912263818,"Europe & Central Asia","High income",15.9614,45.8069
"533","HTI","2015","Haiti",50.6376489639607,49.3623510360393,"Latin America & Caribbean","Low income",-72.3288,18.5392
"534","HTI","2016","Haiti",50.6399183909632,49.3600816090368,"Latin America & Caribbean","Low income",-72.3288,18.5392
"535","HTI","2017","Haiti",50.6455757670455,49.3544242329545,"Latin America & Caribbean","Low income",-72.3288,18.5392
"536","HTI","2018","Haiti",50.652209893517,49.347790106483,"Latin America & Caribbean","Low income",-72.3288,18.5392
"537","HTI","2019","Haiti",50.6565123089344,49.3434876910656,"Latin America & Caribbean","Low income",-72.3288,18.5392
"538","HTI","2020","Haiti",50.6561831480777,49.3438168519223,"Latin America & Caribbean","Low income",-72.3288,18.5392
"539","HTI","2021","Haiti",50.6506720033811,49.3493279966189,"Latin America & Caribbean","Low income",-72.3288,18.5392
"540","HUN","2015","Hungary",52.4774837197054,47.5225162802947,"Europe & Central Asia","High income",19.0408,47.4984
"541","HUN","2016","Hungary",52.4619167289554,47.5380832710446,"Europe & Central Asia","High income",19.0408,47.4984
"542","HUN","2017","Hungary",52.4470642936736,47.5529357063264,"Europe & Central Asia","High income",19.0408,47.4984
"543","HUN","2018","Hungary",52.4324280334941,47.5675719665059,"Europe & Central Asia","High income",19.0408,47.4984
"544","HUN","2019","Hungary",52.4171165180471,47.5828834819529,"Europe & Central Asia","High income",19.0408,47.4984
"545","HUN","2020","Hungary",52.4003995714441,47.5996004285559,"Europe & Central Asia","High income",19.0408,47.4984
"546","HUN","2021","Hungary",52.3823141026692,47.6176858973308,"Europe & Central Asia","High income",19.0408,47.4984
"547","IDN","2015","Indonesia",49.6357296866182,50.3642703133818,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"548","IDN","2016","Indonesia",49.6395916710671,50.3604083289329,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"549","IDN","2017","Indonesia",49.6420562888625,50.3579437111375,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"550","IDN","2018","Indonesia",49.6438821889217,50.3561178110783,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"551","IDN","2019","Indonesia",49.6463831889173,50.3536168110827,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"552","IDN","2020","Indonesia",49.6504687615261,50.3495312384739,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"553","IDN","2021","Indonesia",49.6561047723428,50.3438952276572,"East Asia & Pacific","Upper middle income",106.83,-6.19752
"554","IND","2015","India",48.0042675829424,51.9957324170576,"South Asia","Lower middle income",77.225,28.6353
"555","IND","2016","India",48.0108932518621,51.9891067481379,"South Asia","Lower middle income",77.225,28.6353
"556","IND","2017","India",48.0172859560747,51.9827140439253,"South Asia","Lower middle income",77.225,28.6353
"557","IND","2018","India",48.0235396426684,51.9764603573316,"South Asia","Lower middle income",77.225,28.6353
"558","IND","2019","India",48.0298342961521,51.9701657038479,"South Asia","Lower middle income",77.225,28.6353
"559","IND","2020","India",48.0363267106575,51.9636732893425,"South Asia","Lower middle income",77.225,28.6353
"560","IND","2021","India",48.0430067658389,51.9569932341611,"South Asia","Lower middle income",77.225,28.6353
"561","IRL","2015","Ireland",50.5086815033896,49.4913184966104,"Europe & Central Asia","High income",-6.26749,53.3441
"562","IRL","2016","Ireland",50.4977011322908,49.5022988677092,"Europe & Central Asia","High income",-6.26749,53.3441
"563","IRL","2017","Ireland",50.4669090676524,49.5330909323476,"Europe & Central Asia","High income",-6.26749,53.3441
"564","IRL","2018","Ireland",50.4255094845201,49.5744905154799,"Europe & Central Asia","High income",-6.26749,53.3441
"565","IRL","2019","Ireland",50.3856837217342,49.6143162782658,"Europe & Central Asia","High income",-6.26749,53.3441
"566","IRL","2020","Ireland",50.3554014787164,49.6445985212836,"Europe & Central Asia","High income",-6.26749,53.3441
"567","IRL","2021","Ireland",50.336952106643,49.663047893357,"Europe & Central Asia","High income",-6.26749,53.3441
"568","IRN","2015","Iran, Islamic Rep.",49.3833285974068,50.6166714025932,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"569","IRN","2016","Iran, Islamic Rep.",49.3809529992029,50.6190470007971,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"570","IRN","2017","Iran, Islamic Rep.",49.4024807630444,50.5975192369556,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"571","IRN","2018","Iran, Islamic Rep.",49.4391297606055,50.5608702393945,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"572","IRN","2019","Iran, Islamic Rep.",49.4778396185064,50.5221603814936,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"573","IRN","2020","Iran, Islamic Rep.",49.5095665942356,50.4904334057644,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"574","IRN","2021","Iran, Islamic Rep.",49.5330262372402,50.4669737627598,"Middle East & North Africa","Upper middle income",51.4447,35.6878
"575","IRQ","2015","Iraq",49.4444928435687,50.5555071564313,"Middle East & North Africa","Upper middle income",44.394,33.3302
"576","IRQ","2016","Iraq",49.4328177672541,50.5671822327459,"Middle East & North Africa","Upper middle income",44.394,33.3302
"577","IRQ","2017","Iraq",49.4207048110328,50.5792951889672,"Middle East & North Africa","Upper middle income",44.394,33.3302
"578","IRQ","2018","Iraq",49.4086815277589,50.5913184722411,"Middle East & North Africa","Upper middle income",44.394,33.3302
"579","IRQ","2019","Iraq",49.3973015220204,50.6026984779796,"Middle East & North Africa","Upper middle income",44.394,33.3302
"580","IRQ","2020","Iraq",49.3870930906513,50.6129069093487,"Middle East & North Africa","Upper middle income",44.394,33.3302
"581","IRQ","2021","Iraq",49.3782575640884,50.6217424359116,"Middle East & North Africa","Upper middle income",44.394,33.3302
"582","ISL","2015","Iceland",49.8284565327326,50.1715434672675,"Europe & Central Asia","High income",-21.8952,64.1353
"583","ISL","2016","Iceland",49.8376022323296,50.1623977676704,"Europe & Central Asia","High income",-21.8952,64.1353
"584","ISL","2017","Iceland",49.8314867148133,50.1685132851867,"Europe & Central Asia","High income",-21.8952,64.1353
"585","ISL","2018","Iceland",49.8117085224168,50.1882914775832,"Europe & Central Asia","High income",-21.8952,64.1353
"586","ISL","2019","Iceland",49.7901408990759,50.2098591009241,"Europe & Central Asia","High income",-21.8952,64.1353
"587","ISL","2020","Iceland",49.7714285714286,50.2285714285714,"Europe & Central Asia","High income",-21.8952,64.1353
"588","ISL","2021","Iceland",49.760018639329,50.239981360671,"Europe & Central Asia","High income",-21.8952,64.1353
"589","ISR","2015","Israel",50.4125338910993,49.5874661089007,"Middle East & North Africa","High income",35.2035,31.7717
"590","ISR","2016","Israel",50.3725744186941,49.6274255813059,"Middle East & North Africa","High income",35.2035,31.7717
"591","ISR","2017","Israel",50.3345827901506,49.6654172098494,"Middle East & North Africa","High income",35.2035,31.7717
"592","ISR","2018","Israel",50.2981265779531,49.7018734220469,"Middle East & North Africa","High income",35.2035,31.7717
"593","ISR","2019","Israel",50.2624547604618,49.7375452395382,"Middle East & North Africa","High income",35.2035,31.7717
"594","ISR","2020","Israel",50.2270626411451,49.7729373588549,"Middle East & North Africa","High income",35.2035,31.7717
"595","ISR","2021","Israel",50.1920526757451,49.8079473242549,"Middle East & North Africa","High income",35.2035,31.7717
"596","ITA","2015","Italy",51.4776226921078,48.5223773078922,"Europe & Central Asia","High income",12.4823,41.8955
"597","ITA","2016","Italy",51.442853170565,48.557146829435,"Europe & Central Asia","High income",12.4823,41.8955
"598","ITA","2017","Italy",51.4092548905956,48.5907451094044,"Europe & Central Asia","High income",12.4823,41.8955
"599","ITA","2018","Italy",51.3766696255652,48.6233303744348,"Europe & Central Asia","High income",12.4823,41.8955
"600","ITA","2019","Italy",51.3443596419309,48.6556403580691,"Europe & Central Asia","High income",12.4823,41.8955
"601","ITA","2020","Italy",51.3118839212073,48.6881160787927,"Europe & Central Asia","High income",12.4823,41.8955
"602","ITA","2021","Italy",51.2796568867362,48.7203431132638,"Europe & Central Asia","High income",12.4823,41.8955
"603","JAM","2015","Jamaica",50.3048054945237,49.6951945054763,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"604","JAM","2016","Jamaica",50.3166976459634,49.6833023540366,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"605","JAM","2017","Jamaica",50.3280896506768,49.6719103493232,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"606","JAM","2018","Jamaica",50.3398296269012,49.6601703730988,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"607","JAM","2019","Jamaica",50.3533758870011,49.6466241129989,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"608","JAM","2020","Jamaica",50.3694328001753,49.6305671998247,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"609","JAM","2021","Jamaica",50.3881670591385,49.6118329408615,"Latin America & Caribbean","Upper middle income",-76.792,17.9927
"610","JOR","2015","Jordan",49.3511786935688,50.6488213064312,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"611","JOR","2016","Jordan",49.3763008559719,50.6236991440281,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"612","JOR","2017","Jordan",49.3883815799155,50.6116184200845,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"613","JOR","2018","Jordan",49.389683544596,50.610316455404,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"614","JOR","2019","Jordan",49.382613634125,50.617386365875,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"615","JOR","2020","Jordan",49.3687335467317,50.6312664532683,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"616","JOR","2021","Jordan",49.3487792703141,50.6512207296858,"Middle East & North Africa","Upper middle income",35.9263,31.9497
"617","JPN","2015","Japan",51.1374949555667,48.8625050444333,"East Asia & Pacific","High income",139.77,35.67
"618","JPN","2016","Japan",51.1450986925687,48.8549013074313,"East Asia & Pacific","High income",139.77,35.67
"619","JPN","2017","Japan",51.1522459346909,48.8477540653091,"East Asia & Pacific","High income",139.77,35.67
"620","JPN","2018","Japan",51.1592591291078,48.8407408708922,"East Asia & Pacific","High income",139.77,35.67
"621","JPN","2019","Japan",51.1665111241776,48.8334888758224,"East Asia & Pacific","High income",139.77,35.67
"622","JPN","2020","Japan",51.1742770342288,48.8257229657712,"East Asia & Pacific","High income",139.77,35.67
"623","JPN","2021","Japan",51.1827255735854,48.8172744264146,"East Asia & Pacific","High income",139.77,35.67
"624","KAZ","2015","Kazakhstan",51.582727303251,48.417272696749,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"625","KAZ","2016","Kazakhstan",51.5612446302492,48.4387553697508,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"626","KAZ","2017","Kazakhstan",51.5368868723231,48.4631131276769,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"627","KAZ","2018","Kazakhstan",51.5114836468188,48.4885163531812,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"628","KAZ","2019","Kazakhstan",51.4875404739732,48.5124595260268,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"629","KAZ","2020","Kazakhstan",51.4667880795072,48.5332119204928,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"630","KAZ","2021","Kazakhstan",51.4495214993368,48.5504785006632,"Europe & Central Asia","Upper middle income",71.4382,51.1879
"631","KEN","2015","Kenya",50.3269965150629,49.6730034849371,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"632","KEN","2016","Kenya",50.3231591283053,49.6768408716947,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"633","KEN","2017","Kenya",50.319449102177,49.680550897823,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"634","KEN","2018","Kenya",50.3160203897178,49.6839796102822,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"635","KEN","2019","Kenya",50.3130855619094,49.6869144380906,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"636","KEN","2020","Kenya",50.3108033467668,49.6891966532332,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"637","KEN","2021","Kenya",50.3092131114376,49.6907868885624,"Sub-Saharan Africa","Lower middle income",36.8126,-1.27975
"638","KGZ","2015","Kyrgyz Republic",50.5214019639793,49.4785980360207,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"639","KGZ","2016","Kyrgyz Republic",50.5176952113378,49.4823047886622,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"640","KGZ","2017","Kyrgyz Republic",50.5196271176419,49.4803728823581,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"641","KGZ","2018","Kyrgyz Republic",50.5248630835062,49.4751369164938,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"642","KGZ","2019","Kyrgyz Republic",50.5303037741992,49.4696962258008,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"643","KGZ","2020","Kyrgyz Republic",50.53379031975,49.46620968025,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"644","KGZ","2021","Kyrgyz Republic",50.5350579865538,49.4649420134462,"Europe & Central Asia","Lower middle income",74.6057,42.8851
"645","KHM","2015","Cambodia",51.2258950283914,48.7741049716086,"East Asia & Pacific","Lower middle income",104.874,11.5556
"646","KHM","2016","Cambodia",51.2168620518841,48.7831379481159,"East Asia & Pacific","Lower middle income",104.874,11.5556
"647","KHM","2017","Cambodia",51.2075427125279,48.7924572874721,"East Asia & Pacific","Lower middle income",104.874,11.5556
"648","KHM","2018","Cambodia",51.1979812668406,48.8020187331594,"East Asia & Pacific","Lower middle income",104.874,11.5556
"649","KHM","2019","Cambodia",51.1882843594491,48.8117156405509,"East Asia & Pacific","Lower middle income",104.874,11.5556
"650","KHM","2020","Cambodia",51.1786700270011,48.8213299729989,"East Asia & Pacific","Lower middle income",104.874,11.5556
"651","KHM","2021","Cambodia",51.1688999569585,48.8311000430415,"East Asia & Pacific","Lower middle income",104.874,11.5556
"652","KIR","2015","Kiribati",50.8767026963679,49.1232973036321,"East Asia & Pacific","Lower middle income",172.979,1.32905
"653","KIR","2016","Kiribati",50.8766629046735,49.1233370953265,"East Asia & Pacific","Lower middle income",172.979,1.32905
"654","KIR","2017","Kiribati",50.8668190936725,49.1331809063275,"East Asia & Pacific","Lower middle income",172.979,1.32905
"655","KIR","2018","Kiribati",50.8485696034254,49.1514303965746,"East Asia & Pacific","Lower middle income",172.979,1.32905
"656","KIR","2019","Kiribati",50.8349772124345,49.1650227875655,"East Asia & Pacific","Lower middle income",172.979,1.32905
"657","KIR","2020","Kiribati",50.8196172328918,49.1803827671081,"East Asia & Pacific","Lower middle income",172.979,1.32905
"658","KIR","2021","Kiribati",50.8114475895476,49.1885524104524,"East Asia & Pacific","Lower middle income",172.979,1.32905
"659","KOR","2015","Korea, Rep.",49.8928036386298,50.1071963613702,"East Asia & Pacific","High income",126.957,37.5323
"660","KOR","2016","Korea, Rep.",49.8979354985146,50.1020645014854,"East Asia & Pacific","High income",126.957,37.5323
"661","KOR","2017","Korea, Rep.",49.9062810833983,50.0937189166017,"East Asia & Pacific","High income",126.957,37.5323
"662","KOR","2018","Korea, Rep.",49.9168817920843,50.0831182079157,"East Asia & Pacific","High income",126.957,37.5323
"663","KOR","2019","Korea, Rep.",49.9281673608253,50.0718326391747,"East Asia & Pacific","High income",126.957,37.5323
"664","KOR","2020","Korea, Rep.",49.9390228239057,50.0609771760943,"East Asia & Pacific","High income",126.957,37.5323
"665","KOR","2021","Korea, Rep.",49.9492526915019,50.0507473084981,"East Asia & Pacific","High income",126.957,37.5323
"666","KWT","2015","Kuwait",41.1827078403624,58.8172921596376,"Middle East & North Africa","High income",47.9824,29.3721
"667","KWT","2016","Kuwait",40.6938882376995,59.3061117623005,"Middle East & North Africa","High income",47.9824,29.3721
"668","KWT","2017","Kuwait",40.1219446650996,59.8780553349004,"Middle East & North Africa","High income",47.9824,29.3721
"669","KWT","2018","Kuwait",39.5481706247096,60.4518293752903,"Middle East & North Africa","High income",47.9824,29.3721
"670","KWT","2019","Kuwait",39.0775353053914,60.9224646946086,"Middle East & North Africa","High income",47.9824,29.3721
"671","KWT","2020","Kuwait",38.7798283270847,61.2201716729153,"Middle East & North Africa","High income",47.9824,29.3721
"672","KWT","2021","Kuwait",38.6791382709187,61.3208617290813,"Middle East & North Africa","High income",47.9824,29.3721
"673","LAO","2015","Lao PDR",49.8452343513579,50.1547656486421,"East Asia & Pacific","Lower middle income",102.177,18.5826
"674","LAO","2016","Lao PDR",49.7992067600683,50.2007932399317,"East Asia & Pacific","Lower middle income",102.177,18.5826
"675","LAO","2017","Lao PDR",49.7840294398227,50.2159705601773,"East Asia & Pacific","Lower middle income",102.177,18.5826
"676","LAO","2018","Lao PDR",49.7893648061644,50.2106351938357,"East Asia & Pacific","Lower middle income",102.177,18.5826
"677","LAO","2019","Lao PDR",49.8005427468974,50.1994572531026,"East Asia & Pacific","Lower middle income",102.177,18.5826
"678","LAO","2020","Lao PDR",49.8073549293002,50.1926450706997,"East Asia & Pacific","Lower middle income",102.177,18.5826
"679","LAO","2021","Lao PDR",49.8078694650673,50.1921305349327,"East Asia & Pacific","Lower middle income",102.177,18.5826
"680","LBN","2015","Lebanon",49.6711993131151,50.3288006868849,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"681","LBN","2016","Lebanon",49.7020455354788,50.2979544645212,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"682","LBN","2017","Lebanon",49.7122242763374,50.2877757236626,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"683","LBN","2018","Lebanon",49.705805515578,50.294194484422,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"684","LBN","2019","Lebanon",49.6879753793517,50.3120246206483,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"685","LBN","2020","Lebanon",49.6626592094695,50.3373407905305,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"686","LBN","2021","Lebanon",49.6295768849003,50.3704231150997,"Middle East & North Africa","Upper middle income",35.5134,33.8872
"687","LBR","2015","Liberia",49.8317282053312,50.1682717946688,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"688","LBR","2016","Liberia",49.8105646042503,50.1894353957497,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"689","LBR","2017","Liberia",49.7892486619098,50.2107513380902,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"690","LBR","2018","Liberia",49.7682910228231,50.2317089771769,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"691","LBR","2019","Liberia",49.7482669937501,50.2517330062499,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"692","LBR","2020","Liberia",49.729114769488,50.270885230512,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"693","LBR","2021","Liberia",49.7112085074576,50.2887914925424,"Sub-Saharan Africa","Low income",-10.7957,6.30039
"694","LBY","2015","Libya",49.3871833962652,50.6128166037348,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"695","LBY","2016","Libya",49.4341328617902,50.5658671382098,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"696","LBY","2017","Libya",49.4645193240925,50.5354806759075,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"697","LBY","2018","Libya",49.4837888079251,50.5162111920749,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"698","LBY","2019","Libya",49.4999227585938,50.5000772414062,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"699","LBY","2020","Libya",49.5183798901137,50.4816201098863,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"700","LBY","2021","Libya",49.5407368616799,50.4592631383201,"Middle East & North Africa","Upper middle income",13.1072,32.8578
"701","LCA","2015","St. Lucia",50.7561505267095,49.2438494732905,"Latin America & Caribbean","Upper middle income",-60.9832,14
"702","LCA","2016","St. Lucia",50.7548825738218,49.2451174261781,"Latin America & Caribbean","Upper middle income",-60.9832,14
"703","LCA","2017","St. Lucia",50.7518443811998,49.2481556188003,"Latin America & Caribbean","Upper middle income",-60.9832,14
"704","LCA","2018","St. Lucia",50.7504535708395,49.2495464291605,"Latin America & Caribbean","Upper middle income",-60.9832,14
"705","LCA","2019","St. Lucia",50.7530293498181,49.2469706501819,"Latin America & Caribbean","Upper middle income",-60.9832,14
"706","LCA","2020","St. Lucia",50.7583224871888,49.2416775128112,"Latin America & Caribbean","Upper middle income",-60.9832,14
"707","LCA","2021","St. Lucia",50.7621976019653,49.2378023980347,"Latin America & Caribbean","Upper middle income",-60.9832,14
"708","LKA","2015","Sri Lanka",51.8000266309241,48.1999733690759,"South Asia","Lower middle income",79.8528,6.92148
"709","LKA","2016","Sri Lanka",51.8661871311963,48.1338128688037,"South Asia","Lower middle income",79.8528,6.92148
"710","LKA","2017","Sri Lanka",51.9206667086962,48.0793332913039,"South Asia","Lower middle income",79.8528,6.92148
"711","LKA","2018","Sri Lanka",51.9668176568014,48.0331823431986,"South Asia","Lower middle income",79.8528,6.92148
"712","LKA","2019","Sri Lanka",52.0092728599972,47.9907271400028,"South Asia","Lower middle income",79.8528,6.92148
"713","LKA","2020","Sri Lanka",52.0514120929798,47.9485879070202,"South Asia","Lower middle income",79.8528,6.92148
"714","LKA","2021","Sri Lanka",52.0943414956274,47.9056585043726,"South Asia","Lower middle income",79.8528,6.92148
"715","LSO","2015","Lesotho",50.8536379844498,49.1463620155502,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"716","LSO","2016","Lesotho",50.7891651297492,49.2108348702508,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"717","LSO","2017","Lesotho",50.7460560010557,49.2539439989443,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"718","LSO","2018","Lesotho",50.7168954341523,49.2831045658477,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"719","LSO","2019","Lesotho",50.6911837430309,49.3088162569691,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"720","LSO","2020","Lesotho",50.6617335402184,49.3382664597816,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"721","LSO","2021","Lesotho",50.6258490357177,49.3741509642823,"Sub-Saharan Africa","Lower middle income",27.7167,-29.5208
"722","LTU","2015","Lithuania",53.9496608310322,46.0503391689678,"Europe & Central Asia","High income",25.2799,54.6896
"723","LTU","2016","Lithuania",53.904701588999,46.095298411001,"Europe & Central Asia","High income",25.2799,54.6896
"724","LTU","2017","Lithuania",53.8493627827747,46.1506372172253,"Europe & Central Asia","High income",25.2799,54.6896
"725","LTU","2018","Lithuania",53.7919586473278,46.2080413526722,"Europe & Central Asia","High income",25.2799,54.6896
"726","LTU","2019","Lithuania",53.7446491940408,46.2553508059592,"Europe & Central Asia","High income",25.2799,54.6896
"727","LTU","2020","Lithuania",53.7159326464364,46.2840673535636,"Europe & Central Asia","High income",25.2799,54.6896
"728","LTU","2021","Lithuania",53.7113056357538,46.2886943642462,"Europe & Central Asia","High income",25.2799,54.6896
"729","LUX","2015","Luxembourg",49.8111130128224,50.1888869871776,"Europe & Central Asia","High income",6.1296,49.61
